자료생성년월,사업장명,업종,시도,사업장형태,적용일자,가입자수,당월고지금액,신규취득자수,상실가입자수
2026-07,(주)디어스이앤씨,기타 비주거용 건물 건설업,경기도,법인,2006-11-01,80,40687540,5,1
2026-07,대아알미늄(주),금속 문  창  셔터 및 관련제품 제조업,대구광역시,법인,1988-01-01,31,11753460,1,0
2026-07,고양시 대화노인종합복지관,BIZ_NO미존재사업장,경기도,법인,2014-04-01,60,13806080,1,0
2026-07,아우레아의원,일반의원,서울특별시,개인,2026-01-09,35,12053520,5,6
2026-07,빙그레김해공장,액상 시유 및 기타 낙농제품 제조업,경기도,법인,1988-01-01,254,114355520,22,26
2026-07,（주）에스씨엘(안산),금속선 가공제품 제조업,경기도,법인,2017-08-01,63,22286180,7,6
2026-07,우리벤처파트너스 주식회사,기타 금융 투자업,서울특별시,법인,2008-06-25,45,26328060,0,1
2026-07,더존테크,절삭 가공 및 유사 처리업,경상북도,개인,2017-08-01,31,10977880,1,30
2026-07,롯데칠성음료(주）주류비지,BIZ_NO미존재사업장,서울특별시,법인,2011-10-05,1494,813191020,5,40
2026-07,세진정보기술（주）,컴퓨터 시스템 통합 자문 및 구축 서비스업,경기도,법인,2004-07-01,77,22398240,1,2
2026-07,(주)하이테크알파/일용/P4 Ph4(상동) 마감공사 중 Ph4 비계공사 2공구,건물 및 구축물 해체 공사업,경기도,법인,2025-10-15,172,74367700,48,35
2026-07,인피니언테크놀로지스코리아 유한회사,경영 컨설팅업,서울특별시,법인,2001-06-01,269,157710760,3,6
2026-07,국양로지텍주식회사,통관 대리 및 관련서비스업 / 화물 운송 중개  대리,부산광역시,법인,1999-01-25,85,33619780,1,0
2026-07,주식회사디그니티그룹,여관업,강원특별자치도,법인,2018-07-01,41,9611780,5,2
2026-07,정진기업(주),고용 알선업,전남광주통합특별시,법인,2000-07-01,127,46345860,5,2
2026-07,우일계전공업（주）/일용/Autoland화성 기아 LW 프로젝트 중 일반전기공사(조립),배관 및 냉ㆍ난방 공사업,경기도,법인,2025-07-22,58,31209620,7,0
2026-07,(주)세강,그 외 자동차용 신품 부품 제조업,부산광역시,법인,1996-08-01,109,35301840,15,2
2026-07,세안이엔씨주식회사/일용/용인 Cluster 1기 IBL CUB 전기공사-6,일반 전기 공사업,경기도,법인,2025-07-02,211,93705060,54,1
2026-07,법무법인비트,변호사업,서울특별시,법인,2017-04-01,30,14886820,1,2
2026-07,인천경명초등학교,해당없음,인천광역시,법인,2012-02-01,30,8625160,1,0
2026-07,사단법인인천뇌병변복지협회,BIZ_NO미존재사업장,인천광역시,법인,2011-02-01,75,12832260,1,3
2026-07,(주)브라더건설/일용/남양주진접2 A-7BL 아파트 건설공사 6공구 중 철근콘크리트공사,콘크리트 및 철근 공사업,경기도,법인,2025-09-08,62,28727260,18,32
2026-07,이루탄메디케어의원,일반의원,서울특별시,개인,2025-05-08,36,9002920,5,4
2026-07,아이비코리아유한회사,운송장비용 조명장치 제조업,경기도,법인,2009-02-01,51,21517600,0,0
2026-07,(주)조이푸드,떡류 제조업,경기도,법인,2007-08-01,55,19714940,0,0
2026-07,자이에스텍(주),건축 설계 및 관련 서비스업,서울특별시,법인,2005-07-01,47,24451460,0,1
2026-07,주식회사이안복지센터,경영 컨설팅업,경기도,법인,2023-04-01,33,7513440,5,5
2026-07,주식회사 에스엠디자인건설,그 외 기타 건축자재 도매업,경기도,법인,2005-07-01,58,28803520,4,1
2026-07,유스켐주식회사,합성수지 및 기타 플라스틱 물질 제조업,전북특별자치도,법인,2004-03-22,37,12825760,5,4
2026-07,더한옥헤리티지 주식회사,비주거용 건물 개발 및 공급업,서울특별시,법인,2017-01-01,47,21636780,3,9
2026-07,한국콘트롤공업(주),유압 기기 제조업,경기도,법인,1989-01-01,35,10554140,1,0
2026-07,（주）서진에스앤피/일용/샤힌 에틸렌시설 건설공사 PKG1 Fire Proofing 공사  Subcon 2,그 외 기타 건축 마무리 공사업,울산광역시,법인,2024-10-01,84,49360420,28,3
2026-07,（주）올레건설/일용/시흥시 은행2지구 공동주택 개발사업 중 철근콘크리트공사 (C-2BL),유리 및 창호 공사업,경기도,법인,2024-07-12,82,32843380,12,1
2026-07,의료법인영훈의료재단선치과병원,치과병원,대전광역시,법인,2006-06-01,146,52884580,3,3
2026-07,(주) 사라야코리아,의료 기기 도매업,경기도,법인,2003-07-18,55,22385960,1,0
2026-07,(주)신안피앤씨 세종공장,골판지 제조업,세종특별자치시,법인,2025-04-01,51,20964300,4,2
2026-07,주식회사사운드웨이브,음반 및 비디오물 소매업,서울특별시,법인,2014-09-01,63,18821660,4,3
2026-07,인천강화옹진축산업협동조합,국내은행,인천광역시,법인,1988-01-01,94,46589980,5,1
2026-07,(주)삼화양행구미2공장,기타 반도체 소자 제조업,경상북도,법인,2022-04-04,44,12584540,9,3
2026-07,에이치엠엠(주),외항 화물 운송업,부산광역시,법인,1988-01-01,1036,632716820,4,3
2026-07,주식회사웨이브스튜디오,인물 사진 및 행사용 영상 촬영업,서울특별시,법인,2018-01-01,78,21017340,1,3
2026-07,웍데이코리아유한회사,컴퓨터 시스템 통합 자문 및 구축 서비스업,서울특별시,법인,2016-08-29,36,22537440,1,2
2026-07,더끌림 산부인과의원,일반의원,서울특별시,개인,2017-10-16,34,10447340,1,2
2026-07,(주)청우티에스,건축물 일반 청소업,경기도,법인,2004-05-01,160,38193320,11,3
2026-07,고려제강(주)유산공장,비주거용 건물 임대업(점포  자기땅),경상남도,법인,1988-01-01,55,29680880,0,0
2026-07,클라리언트코리아주식회사,암면 및 유사 제품 제조업,경상북도,법인,2016-01-01,45,27803700,0,0
2026-07,몽실협동조합,기타 예술학원,부산광역시,법인,2023-07-01,31,4753340,0,0
2026-07,부산화명새마을금고,국내은행,부산광역시,법인,1988-03-11,30,16308900,0,0
2026-07,유한회사 무영산업,선박 구성 부분품 제조업,전남광주통합특별시,법인,2018-06-25,37,11648880,1,1
2026-07,삼양식품(주)원주공장,면류  마카로니 및 유사 식품 제조업,강원특별자치도,법인,1989-01-01,1297,615478800,44,30
2026-07,의료법인은성의료재단좋은강안병원,요양병원,부산광역시,법인,2005-03-01,1109,375607700,28,30
2026-07,내면농업협동조합,슈퍼마켓,강원특별자치도,법인,1988-01-01,40,20508980,1,0
2026-07,에너지움 (주),물질 검사  측정 및 분석 기구 제조업,경기도,법인,2001-10-01,42,18986040,0,0
2026-07,코너스톤 서울 아카데미 주식회사,외국어학원,서울특별시,법인,2019-02-18,89,30486320,3,10
2026-07,(주)광명,포장용 플라스틱 성형용기 제조업,경기도,법인,2007-04-01,52,19289840,2,0
2026-07,비테스코테크놀로지스코리아 유한책임회사,산업 처리공정 제어장비 제조업,경기도,법인,1988-01-01,979,529725180,5,6
2026-07,(주)강동기업,절삭 가공 및 유사 처리업,울산광역시,법인,2023-05-26,83,28413560,0,1
2026-07,재단법인충청북도창조경제혁신센터,비주거용 건물 임대업(점포  자기땅),충청북도,법인,2015-04-01,30,11929980,2,0
2026-07,주식회사 지씨,배관 및 냉ㆍ난방 공사업,부산광역시,법인,2001-03-01,131,53913820,0,2
2026-07,올림픽파크 365의원,일반의원,서울특별시,개인,2025-07-17,32,10299900,6,1
2026-07,동일산업（주）/일용/광양LNG터미널 #7 8 탱크 증설공사 탱크 및 부대설비 기계/배관/철,배관 및 냉ㆍ난방 공사업,전남광주통합특별시,법인,2024-07-18,36,19001060,0,0
2026-07,(주)동우건설-(일용)에코델타시티 11BL 민간참여 공공분양주택건립사업,콘크리트 및 철근 공사업,부산광역시,법인,2025-12-17,38,8459560,16,0
2026-07,주식회사해인엔지니어링/일용/(단가)보온/비계공사(CUI),산업 생산시설 종합 건설업,울산광역시,법인,2025-03-01,51,19653540,36,0
2026-07,당진낙농축산업협동조합,해당없음,충청남도,법인,1992-08-14,88,41652800,2,3
2026-07,캐치일리 주식회사,상용 인력 공급 및 인사관리 서비스업,서울특별시,법인,2024-06-10,31,6764200,7,6
2026-07,이노팩,선박 구성 부분품 제조업,울산광역시,개인,2025-07-01,44,15569260,0,0
2026-07,대구요양병원,요양병원,대구광역시,개인,2020-12-01,57,15576360,6,5
2026-07,배성건설 주식회사/일용/인천검단AA13-2블록공공주택사업(인천) 중 철근콘크리트공사(건축/주택)2-2공구,콘크리트 및 철근 공사업,인천광역시,법인,2025-09-12,57,19818240,7,14
2026-07,주식회사에스아이건축디자인-(일용)농심 녹산신공장 건설공사 중 수장공사 및 금속창호공사,도배  실내 장식 및 내장 목공사업,부산광역시,법인,2025-01-20,77,35362140,42,27
2026-07,녹색환경산업(주),지정 외 폐기물 수집  운반업,경기도,법인,2006-05-24,48,22995060,1,0
2026-07,(재)한국무역통계진흥원,애완 동물 장묘 및 보호 서비스업,서울특별시,법인,2015-07-01,43,18314360,0,0
2026-07,주식회사선일,해당없음,경기도,법인,2010-11-01,38,13301700,0,0
2026-07,시민택시(주),택시 운송업,대구광역시,법인,1999-08-01,36,4733080,5,4
2026-07,(주)잡앤잡,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,2008-03-10,66,16462460,3,9
2026-07,와이엔제이 주식회사,임시 및 일용 인력 공급업,서울특별시,법인,2019-03-11,41,8314360,2,41
2026-07,재단법인 광명문화재단,공연시설 운영업,경기도,법인,2017-04-10,59,23752220,0,0
2026-07,서울드와이트외국인학교,BIZ_NO미존재사업장,서울특별시,법인,2012-03-01,109,46052540,1,19
2026-07,(주)엠에스,기타 소사장제,충청북도,법인,2021-05-18,51,14290780,1,6
2026-07,주식회사애니멀킹덤,상품 종합 도매업,경상남도,법인,2020-09-01,30,6855540,3,4
2026-07,신안산업개발（주）/일용/온양캠퍼스 05L FAB 신축  부지정지 공사 중 철거공사,건물 및 구축물 해체 공사업,충청남도,법인,2026-07-01,82,36323140,82,0
2026-07,(주)한창건설,기타 토목 시설물 건설업,충청남도,법인,2001-03-20,49,20669260,2,4
2026-07,성암초등학교,BIZ_NO미존재사업장,경상북도,법인,2003-09-01,31,7806060,1,0
2026-07,희성촉매 주식회사,그 외 자동차용 신품 부품 제조업,경기도,법인,1988-01-01,575,320060260,3,2
2026-07,서울아산병원,요양병원,서울특별시,법인,1989-10-01,9244,5144747740,117,61
2026-07,테라다인코리아 유한회사,상품 종합 도매업,서울특별시,법인,2006-01-01,185,99812360,16,3
2026-07,주식회사 페슬 (PESEUL Co.  Ltd.),광고 대행업,서울특별시,법인,2024-03-15,36,9657960,4,5
2026-07,한국인닥타썸주식회사,산업용 오븐  노 및 노용 버너 제조업,경상북도,법인,1988-01-01,45,24408860,0,0
2026-07,주식회사 태일씨앤티/일용/성수동2가 273-12외 1필지 업무시설 신축공사 중 철근콘크리트공사,콘크리트 및 철근 공사업,서울특별시,법인,2025-05-13,46,15517380,0,25
2026-07,(주)한국씨티은행,기타모집수당 채권회수수당,서울특별시,법인,1988-01-01,1419,878048600,6,8
2026-07,흥안운수(주),시내버스 운송업,서울특별시,법인,1988-01-01,262,123615120,5,3
2026-07,아쿠쉬네트코리아주식회사,운동 및 경기용품 도매업,서울특별시,법인,2004-09-24,221,104254160,3,2
2026-07,고려기프트(주),그 외 기타 상품 전문 도매업,서울특별시,법인,2008-02-01,78,34741940,0,0
2026-07,주식회사 서원토건/일용/(대외)마스턴 성수동2가 업무시설 신축공사 중 철근콘크리트 공사,유리 및 창호 공사업,서울특별시,법인,2025-02-07,56,19829260,0,22
2026-07,충북대학교소비자생활협동조합,BIZ_NO미존재사업장,충청북도,법인,2012-04-01,58,12722920,0,5
2026-07,대건교통주식회사,택시 운송업,서울특별시,법인,2013-11-01,33,7074480,0,0
2026-07,건솔루션(주),BIZ_NO미존재사업장,경기도,법인,2012-01-01,49,20476220,0,5
2026-07,주식회사 무진오토,그 외 자동차용 신품 부품 제조업,충청남도,법인,2000-05-01,110,41007200,2,2
2026-07,대아이앤씨(주)/일용/울산현대 샤힌 SUB2 보온,배관 및 냉ㆍ난방 공사업,울산광역시,법인,2024-10-01,134,80239980,45,0
2026-07,국립원예특작과학원,BIZ_NO미존재사업장,전북특별자치도,법인,1999-01-01,351,81622480,20,10
2026-07,세메스주식회사,동력식 수지 공구 제조업,충청남도,법인,1993-07-19,2764,1676841000,14,32
2026-07,한일산업(주),레미콘 제조업,서울특별시,법인,1988-01-01,195,80531660,1,2
2026-07,주식회사 다이나맥,그 외 자동차용 신품 부품 제조업,대전광역시,법인,1988-01-01,108,46939320,9,38
2026-07,고든병원,일반의원,경기도,개인,2023-10-11,78,25511840,5,1
2026-07,(주)엔켐-본점,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,충청북도,법인,2012-01-01,183,84932180,1,12
2026-07,（주）에이치디엑스윌,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2018-12-21,53,21716540,0,0
2026-07,(주)우노텍/일용/도곡삼호아파트 주택 재건축 정비사업 [외주] 내장공사,도배  실내 장식 및 내장 목공사업,서울특별시,법인,2025-09-17,33,12229660,10,10
2026-07,주식회사 오셔나즈,강선 건조업,경상남도,법인,2024-10-01,40,13479180,1,1
2026-07,주식회사 그린들리,지정 외 폐기물 수집  운반업,서울특별시,법인,2024-11-01,31,16756120,0,0
2026-07,(주)유창이앤씨(일용)세종5-1생활권L5중모듈러공사,구조용 금속 판제품 및 공작물 제조업,세종특별자치시,법인,2025-07-21,32,9381480,10,0
2026-07,(주)나노에이스,기타 반도체 소자 제조업,충청남도,법인,2007-06-02,43,15216560,0,0
2026-07,(주) 필립스코리아,상품 종합 도매업,서울특별시,법인,1988-04-12,324,181290080,5,7
2026-07,(주)환승이엔지/일용/부평산곡도시환경정비사업-설비공사(2공구),배관 및 냉ㆍ난방 공사업,인천광역시,법인,2025-06-05,58,27066320,30,1
2026-07,주식회사 한국기업콜센터,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2017-04-19,34,7514040,4,3
2026-07,주식회사맛있는식탁,김밥 및 기타 간이 음식점업,서울특별시,법인,2016-05-26,40,10929380,5,5
2026-07,성환유통(주)영종국제도시점,슈퍼마켓,인천광역시,법인,2022-12-01,41,14476040,0,4
2026-07,더보스톤치과병원,치과병원,충청남도,개인,2017-03-13,53,15256700,0,1
2026-07,어셈블리코리아 주식회사,데이터베이스 및 온라인 정보 제공업,서울특별시,법인,2014-04-01,53,25138340,0,0
2026-07,상동바른마취통증의학과의원,일반의원,경기도,개인,2024-01-08,30,10902240,2,1
2026-07,한국중부발전(주),태양력 발전업,충청남도,법인,2001-04-02,2809,1569670600,53,61
2026-07,연세대학교원주세브란스기독병원,요양병원,강원특별자치도,법인,2000-03-01,202,58259940,24,11
2026-07,(주)위게더,건축물 일반 청소업,서울특별시,법인,2015-02-01,31,6817420,2,1
2026-07,（주）퓨리켐,운송장비용 조명장치 제조업,충청북도,법인,2007-12-01,31,8704820,2,1
2026-07,재단법인울주문화재단,BIZ_NO미존재사업장,울산광역시,법인,2020-10-05,53,15935460,5,0
2026-07,주식회사 더캐리,남녀용 겉옷 및 셔츠 도매업,서울특별시,법인,2014-01-01,142,56531760,3,3
2026-07,(주)화승코퍼레이션,그 외 자동차용 신품 부품 제조업,부산광역시,법인,1988-01-01,535,249707300,4,8
2026-07,현대산업,그 외 자동차용 신품 부품 제조업,경기도,개인,2005-08-01,36,11159760,1,2
2026-07,주식회사 여명/일용/청주센텀푸르지오자이(충북) 철근콘크리트공사(건축/주택),콘크리트 및 철근 공사업,충청북도,법인,2026-02-20,72,30780520,0,15
2026-07,울산엘리야병원,BIZ_NO미존재사업장,울산광역시,개인,1996-06-01,305,93185320,7,8
2026-07,주식회사대저페리,내항 여객 운송업,경상북도,법인,2023-06-19,31,8426340,1,1
2026-07,서울더센트럴치과의원,치과의원,경기도,개인,2022-06-29,42,15279580,1,1
2026-07,에드워드 코리아 주식회사,기타 반도체 소자 제조업,충청남도,법인,1990-10-30,1530,765281940,30,22
2026-07,전주비전대학교,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,전북특별자치도,법인,1996-09-01,75,16121800,2,9
2026-07,밴스의원,일반의원,전남광주통합특별시,개인,2021-05-31,44,13015620,5,6
2026-07,북전주농업협동조합,국내은행,전북특별자치도,법인,1988-01-01,96,39305420,0,0
2026-07,오엔건설주식회사/일용/수원이목2차(A-3BL) 중 골조공사(2공구)+데크 제외,유리 및 창호 공사업,경기도,법인,2025-08-22,120,52820920,17,0
2026-07,(주)이스터씨앤아이,그 외 기타 분류 안된 사업 지원 서비스업,서울특별시,법인,2004-02-20,42,15234280,0,0
2026-07,영진기업(주),택시 운송업,인천광역시,법인,1988-01-01,47,8700240,2,1
2026-07,에쓰-오일(주),원유 정제처리업,서울특별시,법인,1988-01-01,3543,2133425300,14,28
2026-07,보임테크놀러지(주),사무용 기계 및 장비 제조업,서울특별시,법인,1988-01-01,42,15953560,0,0
2026-07,주식회사서경실업,BIZ_NO미존재사업장,울산광역시,법인,2014-05-01,34,12304220,0,0
2026-07,(주)드림엔지니어링,배관 및 냉ㆍ난방 공사업,울산광역시,법인,2009-05-01,38,17692720,0,5
2026-07,한국항공우주산업(주)본점,항공기용 부품 제조업,경상남도,법인,1999-10-01,4933,2995552860,90,32
2026-07,영테크플러스(주)/일용/26년2분기 M15 DRAM 신규장비배관 Hook-up 공사_1공구,배관 및 냉ㆍ난방 공사업,충청북도,법인,2025-08-01,98,51000500,14,1
2026-07,넷플릭스서비시스코리아유한회사,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,2018-01-08,161,98231080,5,3
2026-07,(주)이레머티리얼스,플라스틱 창호 제조업,경기도,법인,2007-12-01,35,12058240,0,1
2026-07,(주)코리아테크,가전제품 및 부품 도매업,서울특별시,법인,2004-07-01,97,32804180,3,12
2026-07,주식회사 더블유제이노체앤코-그랜드힐컨벤션,치킨 전문점,서울특별시,법인,2017-02-01,62,15180160,7,27
2026-07,(주)휴넥트,그 외 기타 분류 안된 사업 지원 서비스업,부산광역시,법인,1999-01-15,2470,645473560,111,117
2026-07,한솔코에버(주),응용 소프트웨어 개발 및 공급업,서울특별시,법인,2006-05-01,54,21075520,0,5
2026-07,효림원재가노인지원서비스센터,BIZ_NO미존재사업장,부산광역시,법인,2014-01-01,31,4617080,0,0
2026-07,주식회사유비파이,항공기용 부품 제조업,서울특별시,법인,2014-07-01,64,25700900,1,0
2026-07,24시성심동물메디컬센터,수의업,대전광역시,개인,2019-05-02,62,20770380,0,5
2026-07,한전케이디엔(주)-(일용)26년 통신망 보강공사-대전,일반 전기 공사업,대전광역시,법인,2026-06-22,34,12738420,34,0
2026-07,세아STX엔테크주식회사,산업 생산시설 종합 건설업,경기도,법인,2018-08-01,43,23682340,0,1
2026-07,투썸플레이스주식회사(스탭),치킨 전문점,서울특별시,법인,2018-02-01,1575,218723000,256,250
2026-07,(주)라포르,건축물 일반 청소업,인천광역시,법인,2014-09-01,76,13473900,7,2
2026-07,근화여자고등학교,해당없음,경상북도,법인,1998-01-01,33,10877780,0,0
2026-07,상주시장애인종합복지관,BIZ_NO미존재사업장,경상북도,법인,1997-12-09,59,14835420,0,1
2026-07,한화시스템(주) ICT부문,기타 측정  시험  항해  제어 및 정밀 기기 제조업,서울특별시,법인,2022-01-01,1605,947465240,6,11
2026-07,아시아퍼시픽국제외국인학교,BIZ_NO미존재사업장,서울특별시,법인,2008-07-03,56,20161240,2,10
2026-07,(주)동양키친나라,생활용 유리ㆍ요업ㆍ목재ㆍ금속제품 및 날붙이 도매업,서울특별시,법인,2004-03-01,31,11603580,0,0
2026-07,주식회사 연우테크놀러지,기타 엔지니어링 서비스업,서울특별시,법인,2013-03-01,30,11079460,0,1
2026-07,주식회사 오오티제이오리진,남녀용 겉옷 및 셔츠 도매업,서울특별시,법인,2024-10-01,31,10016540,6,0
2026-07,주식회사 다이나믹솔루션,기타 인문 및 사회과학 연구개발업,경기도,법인,2010-06-04,60,25916900,6,0
2026-07,(주)엘지경영개발원인화원,그 외 기타 개인 및 가정용품 임대업,경기도,법인,1998-07-01,75,45193920,0,2
2026-07,장성군청,비주거용 건물 임대업(점포  자기땅),전남광주통합특별시,법인,1993-02-05,167,53367960,1,1
2026-07,주식회사에버트라이(EverTriInc.),시스템 소프트웨어 개발 및 공급업,서울특별시,법인,2022-06-08,38,14329860,3,0
2026-07,(주)이크레더블,자료 처리업,서울특별시,법인,2001-09-01,220,105162600,4,5
2026-07,(주)에비던스임플란트,전기식 진단 및 요법 기기 제조업,대구광역시,법인,2005-02-01,65,18825140,1,1
2026-07,경동물류(주)/김포,항공 및 육상 화물 취급업,경기도,법인,2023-03-01,52,17059580,5,2
2026-07,(주)커넥트웨이브,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2002-07-01,747,273170600,10,21
2026-07,백석문화대학교,그 외 기타 분류 안된 교육기관,충청남도,법인,2025-01-01,131,26369320,2,4
2026-07,엘에스일렉트릭(주) 청주,기타 물품 취급장비 제조업,충청북도,법인,1995-09-01,1565,893969740,15,15
2026-07,(주)선일엠텍,BIZ_NO미존재사업장,경상남도,법인,2001-07-01,36,13137100,0,0
2026-07,현대씨앤알(주),그 외 기타 분류 안된 사업 지원 서비스업,서울특별시,법인,1988-09-01,2099,661984480,32,60
2026-07,서울보증보험(주),손해보험업,서울특별시,법인,1988-01-01,1526,872284760,19,32
2026-07,화성시청/고유가 피해지원금 지원 사업,비주거용 건물 임대업(점포  자기땅),경기도,법인,2026-05-18,58,14326000,0,58
2026-07,(주)토요코인코리아중앙동점,호텔업,부산광역시,법인,2009-07-01,44,8920260,4,3
2026-07,동중한합회,BIZ_NO미존재사업장,경기도,법인,1988-01-01,186,58913700,0,1
2026-07,효드림노인복지센터,BIZ_NO미존재사업장,경기도,개인,2018-09-01,30,3661080,3,3
2026-07,(주)아이비케이캐피탈,국내은행,서울특별시,법인,1988-01-01,268,162404000,0,1
2026-07,세계화재해상손해사정(주),보험 대리 및 중개업,서울특별시,법인,1995-04-01,142,48388040,1,7
2026-07,체험주식회사,BIZ_NO미존재사업장,서울특별시,법인,2014-10-08,52,14454380,6,6
2026-07,(주)올곧,기타 식사용 가공처리 조리식품 제조업,경상북도,법인,2023-12-01,89,24216460,0,7
2026-07,경진부로아(주),산업용 로봇 제조업,인천광역시,법인,1994-12-02,35,10374140,3,4
2026-07,옥천꽃동네 성모노인요양원,BIZ_NO미존재사업장,충청북도,법인,2007-03-01,35,8278700,1,2
2026-07,(주)케이원오션,배전반 및 전기 자동제어반 제조업,전남광주통합특별시,법인,2026-01-01,50,15184800,2,3
2026-07,새이솔 주식회사,일반 서적 출판업,서울특별시,법인,2018-11-01,93,32396180,1,2
2026-07,GS칼텍스주식회사,원유 정제처리업,서울특별시,법인,1988-01-01,2990,1833197020,13,17
2026-07,(주)이건창호,금속 문  창  셔터 및 관련제품 제조업,인천광역시,법인,2017-04-01,217,103320780,2,14
2026-07,가덕도신공항건설공단,BIZ_NO미존재사업장,부산광역시,법인,2024-04-25,127,72393660,0,0
2026-07,주식회사 제이엠산업,그 외 기타 분류 안된 사업 지원 서비스업,인천광역시,법인,2023-11-03,35,7327920,0,10
2026-07,(주)위드컴퍼니에이치앤비,상품 종합 도매업,서울특별시,법인,2019-08-01,55,16146540,2,2
2026-07,사단법인 국제경영원,경영 컨설팅업,서울특별시,법인,1999-01-13,34,14811600,4,3
2026-07,씨아이티주식회사,그 외 자동차용 신품 부품 제조업,전북특별자치도,법인,2007-09-01,35,12120440,0,0
2026-07,(주)창조종합건축사사무소,기타 엔지니어링 서비스업,서울특별시,법인,1988-01-01,251,115362480,17,1
2026-07,(주)금화피에스시-상용- 당진 9.10호기 경상정비,유리 및 창호 공사업,충청남도,법인,2015-05-01,63,29675440,11,2
2026-07,대선산업개발(주)/일용/군포대야미 A-2BL 아파트 건설공사 1공구 중 철근콘크리트공사,콘크리트 및 철근 공사업,경기도,법인,2026-02-19,65,22137260,52,0
2026-07,모두탑365정형외과의원(연수점),일반의원,인천광역시,개인,2023-07-31,34,12400300,6,5
2026-07,주식회사서진이엔지/일용/26년 2차 P&T6(M8) TSV 신규장비 배관 Hook up 공사_1,배관 및 냉ㆍ난방 공사업,충청북도,법인,2025-08-01,61,35492720,0,0
2026-07,현대해상화재보험(주),손해보험업,서울특별시,법인,1988-01-01,3946,2216721940,47,37
2026-07,명인요양병원,요양병원,대전광역시,개인,2024-05-01,62,17353500,2,7
2026-07,엘티엘 택스(LTL Tax),세무사업(기장대리) / 기타 회계 관련 서비스업,충청북도,개인,2024-07-01,45,11913860,0,5
2026-07,주식회사백석산업/일용/씨앤씨인터내셔널 청주공장 신축공사 중 철근콘크리트공사,건물용 금속 공작물 설치 공사업,충청북도,법인,2026-03-25,78,38320400,36,0
2026-07,에스플러스기공소,정형 외과용 및 신체 보정용 기기 제조업,전남광주통합특별시,개인,2018-11-01,41,11535520,1,1
2026-07,의료법인원전의료재단,요양병원,대전광역시,법인,2010-03-03,111,30418820,6,0
2026-07,농업회사법인세종로컬푸드주식회사/공공급식센터,산업용 농ㆍ축산물  섬유 원료 및 동물 중개업,세종특별자치시,법인,2022-07-20,38,7114260,2,0
2026-07,BB INNOVATION,남녀용 겉옷 및 셔츠 도매업,부산광역시,개인,2010-03-01,34,10111420,0,0
2026-07,주식회사 에스에스지닷컴,전자상거래 소매업,서울특별시,법인,2018-12-27,2302,805771640,56,63
2026-07,(주)오성마이더스,금속 문  창  셔터 및 관련제품 제조업,인천광역시,법인,2005-07-01,43,16258620,0,1
2026-07,한국야금(주),도장 및 기타 피막 처리업,충청북도,법인,1988-01-01,696,356157280,2,2
2026-07,보은옥천영동축산업협동조합,그 외 기타 여신 금융업,충청북도,법인,1988-01-01,83,40019960,2,1
2026-07,에스케이하이닉스시스템아이씨우시솔루션스 주식회사,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,충청북도,법인,2024-09-26,316,174380200,2,1
2026-07,(주)실론,그 외 기타 분류 안된 섬유제품 제조업,경기도,법인,2002-11-06,97,38637700,0,1
2026-07,(주）욱림건설/일용/울산학성동 지역주택조합 공동주택 중 실내건축공사,도배  실내 장식 및 내장 목공사업,울산광역시,법인,2025-09-01,34,15647300,4,0
2026-07,한울산업(주)서울산지점,그 외 자동차용 신품 부품 제조업,울산광역시,법인,2015-01-01,78,22400120,7,20
2026-07,(주)맨포스코리아,그 외 기타 분류 안된 사업 지원 서비스업,충청북도,법인,2003-05-01,135,30930740,12,15
2026-07,한국타이어앤테크놀로지(주)금산공장,타이어 및 튜브 제조업,충청남도,법인,2012-09-01,2265,1353096140,26,18
2026-07,제주여자고등학교,BIZ_NO미존재사업장,제주특별자치도,법인,1999-06-01,44,17415080,0,0
2026-07,여주제일고등학교,해당없음,경기도,법인,2001-09-01,37,13423580,2,0
2026-07,주식회사신성하인스,기타 반도체 소자 제조업,경기도,법인,2019-10-01,35,12789120,0,0
2026-07,사단법인한국장애인고용안정협회서울특별시지부,직원 훈련기관,서울특별시,법인,2021-04-19,38,7100340,1,1
2026-07,(주)제뉴인니스(GENUINENESS INC.),화장품 및 화장용품 도매업,서울특별시,법인,2025-02-10,38,9727900,5,10
2026-07,(주)브이아이피자산운용,그 외 기타 금융 지원 서비스업,서울특별시,법인,1999-08-02,56,32102300,3,1
2026-07,(주)나라켐,산업용 그 외 비경화 고무제품 제조업,경기도,법인,2002-01-01,36,14895840,1,0
2026-07,목동중학교,비주거용 건물 임대업(점포  자기땅),서울특별시,법인,1997-09-01,38,12926000,0,0
2026-07,SK브로드밴드(주),무선 및 위성 통신업,서울특별시,법인,1997-09-23,2370,1419548660,5,13
2026-07,주식회사양주푸르네물류,슈퍼마켓,경기도,법인,2024-09-05,34,10761460,1,2
2026-07,(주)동호/일용/광주 중외공원 공동주택 2BL 3BL 신축공사 중 도장공사,도장 공사업,전남광주통합특별시,법인,2025-04-10,40,11928100,7,0
