자료생성년월,사업장명,업종,시도,사업장형태,적용일자,가입자수,당월고지금액,신규취득자수,상실가입자수
2026-07,(사)한국건강관리협회서울특별시서부지부,그 외 기타 보건업,서울특별시,법인,2001-08-01,246,104198960,7,5
2026-07,주식회사새천년미소,BIZ_NO미존재사업장,경상북도,법인,2013-02-01,152,69917520,1,2
2026-07,(주)대호냉각기,음ㆍ식료품 및 담배 가공기계 제조업,경기도,법인,2009-02-11,31,10387360,0,0
2026-07,주식회사엑스오컴퍼니,물질 검사  측정 및 분석 기구 제조업,세종특별자치시,법인,2019-08-16,32,12966680,4,3
2026-07,동림병원,요양병원,전남광주통합특별시,개인,2008-03-08,54,15736680,1,0
2026-07,(주)이비뉴스산업경제,데이터베이스 및 온라인 정보 제공업,서울특별시,법인,2000-05-01,38,15639380,0,0
2026-07,대성농협 인력중개센터,증권 발행  관리  보관 및 거래 지원 서비스업,전북특별자치도,법인,2025-04-01,30,7695000,30,0
2026-07,케이씨씨모빌리티(주),자동차 신품 판매업,서울특별시,법인,2011-12-05,184,67013880,30,3
2026-07,디에스티(주),주형 및 금형 제조업,경상남도,법인,2017-07-01,48,20011380,1,2
2026-07,바다의별,BIZ_NO미존재사업장,경기도,법인,2004-01-01,41,14418180,0,0
2026-07,유한책임회사 티비디케이(TBDKLLC),응용 소프트웨어 개발 및 공급업,서울특별시,법인,2022-10-01,70,33068020,1,0
2026-07,주식회사 에이오(AO）,공연 기획업,서울특별시,법인,2012-09-06,32,16123220,0,0
2026-07,동우피엠씨(주),건축물 일반 청소업,서울특별시,법인,2001-04-01,137,38607560,18,3
2026-07,순천시장애인종합복지관-장애인활동지원사업,BIZ_NO미존재사업장,전남광주통합특별시,법인,2014-01-01,43,7897580,0,0
2026-07,삼성바이오드림파크어린이집,BIZ_NO미존재사업장,인천광역시,법인,2016-01-07,54,13124220,1,1
2026-07,덴탈플란트,정형 외과용 및 신체 보정용 기기 제조업,경상남도,개인,2023-07-01,35,10898640,1,2
2026-07,아산시청(아산시립합창단),기타 부동산 임대업,충청남도,법인,2013-05-01,47,9613600,0,0
2026-07,(주)호텔리어코리아,기타 기술 및 직업 훈련학원,서울특별시,법인,2022-09-01,72,16559520,9,50
2026-07,지엠테크니컬센터코리아주식회사,기타 인문 및 사회과학 연구개발업,인천광역시,법인,2019-01-01,2768,1633188600,2,17
2026-07,영신여객주식회사,시내버스 운송업,부산광역시,법인,1988-01-01,154,83783820,1,1
2026-07,홍천국토관리사무소,비주거용 건물 임대업(점포  자기땅),강원특별자치도,법인,1991-01-31,50,16866260,0,0
2026-07,(주)포마트코퍼레이션,남녀용 겉옷 및 셔츠 도매업,서울특별시,법인,1997-07-01,66,27635440,0,1
2026-07,유한회사 건향개발/일용/원주 트레이더스 철근 콘크리트공사,콘크리트 및 철근 공사업,강원특별자치도,법인,2026-04-10,55,17511480,20,19
2026-07,(주)디엠테크놀러지,해당없음,대구광역시,법인,2005-06-01,32,15344880,0,0
2026-07,(주)동원에프앤비,수산동물 건조 및 염장품 제조업,서울특별시,법인,2000-11-01,2073,760144200,33,25
2026-07,(주)대경이앤씨,배관 및 냉ㆍ난방 공사업,경상북도,법인,2001-03-01,31,12704940,5,4
2026-07,(주)삼보/2026년수원시생활폐기물수집.운반대행용역(6구역),지정 외 폐기물 처리업,경기도,법인,2024-01-01,40,20815840,1,0
2026-07,(주)이노솔루텍,컴퓨터 및 주변장치  소프트웨어 도매업,대전광역시,법인,2002-08-01,117,33663680,2,0
2026-07,에이제이주식회사,신문용지 제조업,충청남도,법인,1988-01-01,89,37501580,1,0
2026-07,두남화학,BIZ_NO미존재사업장,경상남도,개인,1991-07-02,31,11775840,0,0
2026-07,주식회사 멘토커리어,BIZ_NO미존재사업장,서울특별시,법인,2010-08-20,179,37669360,6,21
2026-07,(주)오주건설(일용)행정중심복합도시5-1L1BL아파트건설공사21공구중철근콘크리트공사,콘크리트 및 철근 공사업,세종특별자치시,법인,2025-09-22,62,32409360,6,0
2026-07,(주)포엔텍,금속 문  창  셔터 및 관련제품 제조업,경상북도,법인,2008-12-01,59,32635620,3,0
2026-07,엔에이치엔주식회사,BIZ_NO미존재사업장,경기도,법인,2013-08-01,829,449168960,7,9
2026-07,주식회사 대원씨앤씨,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2005-07-01,88,28329460,4,2
2026-07,(주)봉영,그 외 자동차용 신품 부품 제조업,경상북도,법인,2015-09-24,31,8136620,0,0
2026-07,(주)동아금속,그 외 자동차용 신품 부품 제조업,경상북도,법인,1998-03-01,106,45897400,0,2
2026-07,특허법인신세기,변리사업,서울특별시,법인,2004-10-01,33,14117200,0,0
2026-07,알에스오토메이션주식회사,BIZ_NO미존재사업장,경기도,법인,2010-01-06,166,67478520,1,1
2026-07,주식회사 하츠,한식 일반 음식점업,경기도,법인,2017-04-10,52,13208160,9,8
2026-07,흥석건설(주)/일용/분당 느티마을3단지 리모델링사업 철근콘크리트공사(1공구),콘크리트 및 철근 공사업,경기도,법인,2024-08-12,124,58904880,19,1
2026-07,고이건설(주)-(일용)J-PROJECT 장충동 호텔개발사업 중 철근콘크리트공사,그 외 기타 건축 마무리 공사업,서울특별시,법인,2025-08-29,37,14748360,15,0
2026-07,신주중학교,BIZ_NO미존재사업장,경상남도,법인,2006-02-13,30,10158900,0,0
2026-07,신현농업협동조합,국내은행,경상남도,법인,1988-01-01,95,40846080,0,1
2026-07,주식회사지나테크,반도체 제조용 기계 제조업,충청남도,법인,2020-07-01,35,11958900,0,3
2026-07,(주)세이프원,경비 및 경호 서비스업,서울특별시,법인,2012-05-01,1084,290138200,76,21
2026-07,엘아이지디펜스앤에어로스페이스(주),운송장비용 조명장치 제조업,경상북도,법인,2004-07-01,1926,1116567100,6,10
2026-07,세명검사기술(주),기타 기술 시험  검사 및 분석업,경상남도,법인,2000-05-01,172,70587940,5,2
2026-07,비젼이엔지주식회사/(일용)AP4 Infra 보완투자 대응 유기 배기 Hook-up 공사,건물용 기계ㆍ장비 설치 공사업,경기도,법인,2026-03-18,58,30181320,7,2
2026-07,볼보그룹코리아(주),상품 종합 도매업,경상남도,법인,1998-07-01,1058,591589540,16,14
2026-07,(주)에이스바이옴,음ㆍ식료품 및 담배 중개업,서울특별시,법인,2017-09-01,55,28337480,2,1
2026-07,두양건축(주)-(일용)호텔서울 본관 리뉴얼공사 중 전면객실 인테리어공사(2공구),아파트 건설업,서울특별시,법인,2025-11-12,46,17933540,32,42
2026-07,르노코리아 주식회사,화물 자동차 및 특수 목적용 자동차 제조업,부산광역시,법인,2000-09-01,2947,1698740220,21,36
2026-07,군산시수산업협동조합,신용조합,전북특별자치도,법인,1988-01-01,148,58636320,0,2
2026-07,주식회사성호씨그마,의료 기기 도매업,경기도,법인,2011-04-01,33,12452480,0,0
2026-07,신명택시주식회사,BIZ_NO미존재사업장,경상남도,법인,1988-01-01,40,3472020,0,0
2026-07,한영회계법인,공인회계사업,서울특별시,법인,1988-01-01,2200,1184930140,37,42
2026-07,더봄플러스주식회사,사업시설 유지ㆍ관리 서비스업,서울특별시,법인,2021-12-01,69,10856180,11,3
2026-07,주식회사 지투지(G2G),경영 컨설팅업,서울특별시,법인,2020-01-01,69,24502780,3,8
2026-07,파주시문산종합사회복지관,해당없음,경기도,법인,2011-04-01,39,11692580,1,0
2026-07,부산광역시 서구 청소행정과(환경미화원),비주거용 건물 임대업(점포  자기땅),부산광역시,법인,2008-01-01,47,23730280,0,0
2026-07,동산푸드,과자류 및 코코아 제품 제조업,세종특별자치시,개인,2017-12-01,34,11747040,1,2
2026-07,주식회사암펠,응용 소프트웨어 개발 및 공급업,경기도,법인,2018-12-01,121,25413860,1,4
2026-07,한국제품안전관리원,기타 엔지니어링 서비스업,서울특별시,법인,2018-09-21,111,36926600,12,1
2026-07,충남지체장애인협회계룡시지회(환경나라-활동보조),건축물 일반 청소업,충청남도,법인,2016-02-01,74,11775120,8,7
2026-07,의료법인 해올의료재단 힐마루병원,요양병원,부산광역시,법인,2019-01-01,67,20005680,5,0
2026-07,프로테크,기타 소사장제,울산광역시,개인,2021-01-01,46,19751460,1,0
2026-07,한성운수(주),택시 운송업,인천광역시,법인,1988-01-01,88,14307880,2,3
2026-07,두원이에프씨(주)/일용/울산 AIDC A동 신축공사 중 전기공사,일반 전기 공사업,울산광역시,법인,2025-10-22,69,33704800,39,0
2026-07,주식회사 백년종합관리,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2015-12-24,31,7435380,0,2
2026-07,청주시서원보건소,BIZ_NO미존재사업장,충청북도,법인,2010-03-01,36,11998040,0,0
2026-07,(주)대건기업,건축물 일반 청소업,서울특별시,법인,1995-01-23,51,13500720,0,0
2026-07,풍기산업（주）광주공장,그 외 자동차용 신품 부품 제조업,전남광주통합특별시,법인,2015-01-01,124,58701620,1,0
2026-07,(주)화진,포장용 플라스틱 성형용기 제조업,충청북도,법인,2001-06-01,65,29909920,0,1
2026-07,(주)블랙스톤리조트이천,골프장 운영업,경기도,법인,2015-12-21,74,25437040,3,0
2026-07,마산제일고등학교,BIZ_NO미존재사업장,경상남도,법인,2000-06-19,30,12580500,0,0
2026-07,주식회사 씨엠티모터스,자동차 종합 수리업,서울특별시,법인,2025-04-01,38,14623660,5,4
2026-07,(주)세웅산업,선박 구성 부분품 제조업,전남광주통합특별시,법인,2021-08-23,132,50854900,1,0
2026-07,(주)비오팜,건강 보조용 액화식품 제조업,경기도,법인,2002-01-20,145,55285060,7,2
2026-07,(주)건우통신,미장  타일 및 방수 공사업,서울특별시,법인,1997-04-17,33,10113600,1,0
2026-07,주식회사창원기전/일용/동작 상도동 전기공사 통신공사 소방전기공사,일반 통신 공사업,서울특별시,법인,2024-01-04,31,9576540,6,2
2026-07,(주)에이아이오코리아,기타 반도체 소자 제조업,충청남도,법인,2008-09-20,62,22989680,0,0
2026-07,(주)우신에이펙,금속 문  창  셔터 및 관련제품 제조업,부산광역시,법인,1988-01-01,59,17417220,0,1
2026-07,주식회사 풍산 방산기술연구원,알루미늄 압연  압출 및 연신제품 제조업,대전광역시,법인,2011-02-01,71,41903560,0,0
2026-07,(주)경포씨엔씨,컴퓨터 제조업,서울특별시,법인,2002-10-01,215,69140340,1,3
2026-07,（주）금화테크,금속 절삭기계 제조업,경상남도,법인,2012-11-01,65,24512380,1,0
2026-07,주식회사유원,증류기  열 교환기 및 가스 발생기 제조업,전남광주통합특별시,법인,2021-01-01,100,43478400,0,5
2026-07,주식회사세원과학사,서적  잡지 및 기타 인쇄물 도매업,서울특별시,법인,2020-07-01,35,13435100,0,0
2026-07,주식회사 시스텍,기타 물품 취급장비 제조업,경기도,법인,2016-09-01,36,14588160,7,6
2026-07,(주)영화적순간(바위제작팀),일반 영화 및 비디오물 제작업,서울특별시,법인,2025-12-01,40,17267840,0,36
2026-07,주식회사송원하이텍,해당없음,부산광역시,법인,2009-11-17,38,11782400,0,5
2026-07,대우제약(주),완제 의약품 제조업,부산광역시,법인,1988-01-01,310,105146720,3,3
2026-07,주식회사서진캠,그 외 자동차용 신품 부품 제조업,경기도,법인,1999-11-01,350,197666760,1,0
2026-07,의료법인 아인의료재단,요양병원,인천광역시,법인,2011-10-11,1017,344326900,39,25
2026-07,주식회사 티와이엠,농업 및 임업용 기계 제조업,서울특별시,법인,1988-01-01,556,308876160,6,3
2026-07,주식회사 알투소프트,응용 소프트웨어 개발 및 공급업,대전광역시,법인,2005-08-01,32,8311160,0,0
2026-07,우양기건（주)(일용)일산 덕이동 데이터센터(경기) 설비공사,배관 및 냉ㆍ난방 공사업,경기도,법인,2025-04-18,30,13543080,1,5
2026-07,한신공영（주）/일용/서울9호선 4-3공구,아파트 건설업,서울특별시,법인,2021-12-30,57,23829100,8,0
2026-07,한국전력공사,태양력 발전업,전남광주통합특별시,법인,1988-01-01,22729,12765856260,518,162
2026-07,포스코 제1 어린이집,BIZ_NO미존재사업장,서울특별시,법인,2010-03-03,30,7503240,0,0
2026-07,아산시청 - 전일제일자리,기타 부동산 임대업,충청남도,법인,2008-01-02,50,10241000,0,1
2026-07,금풍건설이엔씨주식회사-(일용)신한울배수로(신한울3 4호기 설비공사 중 배수로 배수조 및 GIB/CV터널 축조,유리 및 창호 공사업,경상북도,법인,2024-11-07,61,30325340,0,0
2026-07,(주)에이티맥스,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2003-06-01,94,38777840,1,2
2026-07,주식회사지비에프엔씨,비주거용 부동산 관리업,경기도,법인,2016-07-05,38,11052980,4,4
2026-07,(주)베러스쿱크리머리,낙농품 및 동ㆍ식물성 유지 도매업,서울특별시,법인,2025-01-15,220,56057520,56,27
2026-07,서울원탑365정형외과의원,일반의원,경기도,개인,2024-09-11,32,12063280,3,4
2026-07,주식회사데이원드림,음악 및 기타 오디오물 출판업,서울특별시,법인,2023-01-01,62,21253780,7,7
2026-07,오성주류판매(주),주류 도매업,대구광역시,법인,1991-02-01,33,9736440,1,5
2026-07,국립산림과학원난대아열대산림연구소,BIZ_NO미존재사업장,제주특별자치도,법인,2003-01-01,30,6699020,3,1
2026-07,（주）상일종합관리,조경 건설업,대구광역시,법인,2012-03-01,1222,343504680,59,48
2026-07,키노톤(주),가전제품 및 부품 도매업,서울특별시,법인,2006-07-01,80,35486900,1,0
2026-07,(주)대현환경,기타,경기도,법인,1998-06-01,124,43675020,2,1
2026-07,우신이앤에스,기타 엔지니어링 서비스업,충청남도,법인,2024-07-01,38,9281320,5,6
2026-07,(재)서울문화재단,잡지 및 정기 간행물 발행업,서울특별시,법인,2004-03-15,330,129682560,22,8
2026-07,선운산농업협동조합,국내은행,전북특별자치도,법인,1988-01-01,66,36921400,0,0
2026-07,제로치과병원,치과의원,대구광역시,개인,2024-03-11,40,13371640,8,1
2026-07,한국항만물류협회서산,BIZ_NO미존재사업장,서울특별시,법인,2003-01-01,38,23789520,0,0
2026-07,에프유주식회사,그 외 자동차용 신품 부품 제조업,울산광역시,법인,2004-07-01,174,96900700,1,4
2026-07,(주)아산-팔탄지점,그 외 자동차용 신품 부품 제조업,경기도,법인,2020-03-16,31,13631720,2,2
2026-07,삼흥산업개발(주),지정 외 폐기물 수집  운반업,경기도,법인,2002-03-01,39,16181800,1,0
2026-07,수풍에너지서비스,기타자영업,부산광역시,개인,2017-04-01,32,7461120,0,0
2026-07,(주)비큐에이아이,응용 소프트웨어 개발 및 공급업,서울특별시,법인,1998-08-25,78,31005600,12,7
2026-07,엑소후레쉬물류(주),육류 가공식품 도매업,경기도,법인,1998-01-01,45,23671440,1,0
2026-07,주식회사 고려전기,전기용 기계ㆍ장비 및 관련 기자재 도매업,서울특별시,법인,2001-07-01,36,13273880,0,0
2026-07,주식회사진성기전/일용/FISCHER EPC PROJECT 건설공사 중 전기 계장 WWT Revamp 공사,내부 전기배선 공사업,울산광역시,법인,2025-05-01,79,45147720,24,0
2026-07,티디이엔텍주식회사/일용/(단가)보온공사,주철관 제조업,울산광역시,법인,2023-03-01,125,52892460,58,7
